,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu_over_sf),SiteEUIWN(kBtu_over_sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,SPD MCPP Areas,City Council Districts,SPD Beats,Zip Codes,NonRes,Compl,Outlier_ok,Anciennete,no_zero_floors,measure_floors,Intensité de consommation,log_PropertyGFATotal,log_PropertyGFAParking,log_PropertyGFABuilding(s),log_SiteEnergyUse(kBtu),log_SiteEnergyUseWN(kBtu),log_SiteEUI(kBtu_over_sf),log_SiteEUIWN(kBtu_over_sf),log_TotalGHGEmissions,log_GHGEmissionsIntensity,log_measure_floors,log_Anciennete,Address,City,State,ZipCode,Latitude,Longitude
1720,23163,2015,NonResidential,Medical Office,LESCHI CENTER,8170100430,"{'latitude': '47.59703102', 'longitude': '-122.3168033', 'human_address': '{""address"": ""606 12TH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98144""}'}",3,DOWNTOWN,1995,1.0,4.0,43813,23086,20727,Medical Office,Medical Office,45145.0,,,,,,76.0,39.8,39.8,125.1,125.1,1798899.0,1798899.0,0.0,527227.0,1798974.0,0.0,0.0,0.0,12.54,0.11,Yes,,Compliant,,,28.0,,18.0,17919.0,1,1,,20,4.0,16699.249728673756,1,10.687685855980014,10.046981652174857,9.939192477156904,14.402685369055353,14.402685369055353,3.6838669122903918,3.6838669122903918,2.5289235352047745,-2.2072749131897207,9.723119070968902,2.995732273553991,,,,,,
1721,23164,2015,NonResidential,Small- and Mid-Sized Office,THE WELLER BUILDING,8170100455,"{'latitude': '47.59726811', 'longitude': '-122.3158318', 'human_address': '{""address"": ""1225 S WELLER ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98144""}'}",3,DOWNTOWN,2001,1.0,5.0,70332,22095,48237,"Office, Parking",Office,44417.0,Parking,25915.0,,,,87.0,46.7,47.7,140.4,141.4,2074152.0,2116507.0,0.0,569313.0,1942577.0,1317.0,131656.0,0.0,20.53,0.17,No,,Compliant,,,28.0,,18.0,17919.0,1,1,,14,5.0,29291.635795774797,,11.16098216626443,10.00310661756484,10.78388164041252,14.545062953417878,14.565277646284681,3.8437441646748516,3.8649313978942956,3.0218872310308424,-1.7719568419318752,10.285057286530495,2.6390573296152584,,,,,,
1701,23164,2016,NonResidential,Small- and Mid-Sized Office,The Weller Building,8170100455,,3,DOWNTOWN,2001,1.0,5.0,70332,22095,48237,"Office, Parking",Office,44417.0,Parking,25915.0,,,,89.0,44.59999847,45.0,134.6000061,135.1000061,1981115.25,2000777.25,0.0,546923.8125,1866104.0,1150.109985,115011.0,,19.12,0.27,False,,Compliant,,,,,,,1,1,,15,5.0,29291.635795774797,,11.16098216626443,10.00310661756484,10.78388164041252,14.499170501676469,14.509046288029083,3.7977338247210852,3.8066624897703196,2.9507349076232554,-1.3093333199837622,10.285057286530495,2.70805020110221,1225 S Weller Street,Seattle,WA,98144.0,47.59728,-122.31587
1766,23299,2015,NonResidential,Small- and Mid-Sized Office,PIGOTT BUILDING,8590900135,"{'latitude': '47.60652161', 'longitude': '-122.32528687', 'human_address': '{""address"": ""700 9TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,EAST,1970,1.0,7.0,54372,20824,33548,"Office, Parking",Office,54372.0,Parking,15000.0,,,,90.0,28.8,31.1,90.3,97.5,1563640.0,1688467.0,0.0,458277.0,1563705.0,0.0,0.0,0.0,10.9,0.08,No,,Compliant,,,19.0,,12.0,18379.0,1,1,,45,7.0,24176.523553976607,,10.903604594455139,9.9438614466744,10.420732528104303,14.262526994564002,14.339331574642832,3.3603753871419,3.4372078191851885,2.388762789235098,-2.5257286443082556,10.093137340216842,3.8066624897703196,,,,,,
1746,23299,2016,NonResidential,Small- and Mid-Sized Office,Pigott Building,8590900135,,3,EAST,1970,1.0,7.0,54372,20824,33548,"Office, Parking",Office,54372.0,Parking,15000.0,,,,94.0,25.79999924,27.20000076,81.09999847,85.40000153,1403820.0,1479454.375,0.0,411436.0938,1403820.0,0.0,0.0,,9.79,0.18,False,,Compliant,,,,,,,1,1,,46,7.0,24176.523553976607,,10.903604594455139,9.9438614466744,10.420732528104303,14.154707650220708,14.20718391222591,3.250374462470207,3.303217001243128,2.281361456542419,-1.7147984280919266,10.093137340216842,3.828641396489095,710 9th Ave.,Seattle,WA,98104.0,47.60663,-122.32526
1782,23331,2015,NonResidential,Small- and Mid-Sized Office,GATEWAY PLAZA OFFICE BLDG,3821700140,"{'latitude': '47.72971465', 'longitude': '-122.2927811', 'human_address': '{""address"": ""13751 LAKE CITY WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98125""}'}",5,NORTH,1985,1.0,3.0,33580,12990,20590,"Office, Parking",Office,20590.0,Parking,12990.0,,,,88.0,33.8,35.9,106.1,112.6,695803.0,738633.0,0.0,203928.0,695832.0,0.0,0.0,0.0,4.85,0.06,Yes,,Compliant,,119.0,29.0,2.0,26.0,19579.0,1,1,,30,3.0,16804.761802119898,,10.421685930631531,9.471935109664646,9.932560800021836,13.452821853274472,13.512556459525182,3.520460802488973,3.580737295494233,1.5789787049493917,-2.8134107167600364,9.729417565832026,3.4011973816621555,,,,,,
1762,23331,2016,NonResidential,Small- and Mid-Sized Office,Gateway Plaza,3821700140,,5,NORTH,1985,1.0,3.0,33580,12990,20590,"Office, Parking",Office,20590.0,Parking,12990.0,,,,100.0,19.89999962,19.89999962,62.5,62.5,409578.4063,409578.4063,0.0,120040.6016,409579.0,0.0,0.0,,2.86,0.09,False,,Compliant,,,,,,,1,1,,31,3.0,16804.761802119898,,10.421685930631531,9.471935109664646,9.932560800021836,12.922883632323598,12.922883632323598,2.990719712634969,2.990719712634969,1.0508216248317612,-2.4079456086518722,9.729417565832026,3.4339872044851463,13751 Lake City Way NE,Seattle,WA,98125.0,47.72986,-122.29278
1826,23459,2015,NonResidential,Small- and Mid-Sized Office,18 WEST MERCER BUILDING,3879900465,"{'latitude': '47.6248209', 'longitude': '-122.3576261', 'human_address': '{""address"": ""18 W MERCER ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98119""}'}",7,MAGNOLIA / QUEEN ANNE,1984,1.0,4.0,57110,15812,41298,"Office, Parking",Office,37055.0,Parking,28202.0,,,,71.0,56.8,60.2,166.2,172.0,2103293.0,2231562.0,0.0,554012.0,1890368.0,2130.0,213004.0,0.0,24.49,0.29,No,,Compliant,,,50.0,,40.0,19575.0,1,1,,31,4.0,26582.02748729031,,10.952734511658909,9.668524424416576,10.62856935162642,14.559014769754175,14.618212346667287,4.039536325727106,4.097672352314776,3.1982648709640764,-1.2378743560016174,10.187990608037259,3.4339872044851463,,,,,,
1806,23459,2016,NonResidential,Small- and Mid-Sized Office,18 West Mercer,3879900465,,7,MAGNOLIA / QUEEN ANNE,1984,1.0,4.0,57110,15812,41298,"Office, Parking",Office,36867.0,Parking,28390.0,,,,69.0,59.40000153,61.70000076,175.5,180.0,2190460.0,2275712.0,0.0,584552.6875,1994494.0,1959.661865,195966.0,,24.31,0.43,False,,Compliant,,,,,,,1,1,,32,4.0,26582.02748729031,,10.952734511658909,9.668524424416576,10.62856935162642,14.599622125398282,14.637803528436189,4.084294252126175,4.122283943229008,3.1908877883280318,-0.843970070294529,10.187990608037259,3.4657359027997265,18 West Mercer St,Seattle,WA,98119.0,47.62481,-122.35762
1894,23671,2015,NonResidential,Small- and Mid-Sized Office,AREIS BUILDING,2902200925,"{'latitude': '47.64160748', 'longitude': '-122.3255231', 'human_address': '{""address"": ""2358 EASTLAKE AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98102""}'}",4,LAKE UNION,1959,1.0,4.0,50333,18036,32297,Office,Office,50333.0,,,,,,91.0,29.4,34.6,92.2,108.8,1477321.0,1743543.0,0.0,432978.0,1477382.0,0.0,0.0,0.0,10.3,0.08,No,,Compliant,,,17.0,,10.0,18376.0,1,1,,56,4.0,22451.342891123713,,10.826416204590467,9.800125039540974,10.382729625640236,14.205740870330848,14.371429807827843,3.380994674344636,3.543853682063679,2.33214389523559,-2.5257286443082556,10.019105708357994,4.02535169073515,,,,,,
1875,23671,2016,NonResidential,Small- and Mid-Sized Office,Areis Building,2902200925,,4,LAKE UNION,1959,1.0,4.0,50333,18036,32297,Office,Office,50333.0,,,,,,88.0,31.79999924,35.0,99.90000153,109.9000015,1602084.375,1761932.5,0.0,469544.0,1602084.0,0.0,0.0,,11.17,0.22,False,,Compliant,,,,,,,1,1,,57,4.0,22451.342891123713,,10.826416204590467,9.800125039540974,10.382729625640236,14.286816073762829,14.381921776004395,3.4594662658867597,3.5553480614894135,2.413231613081109,-1.5141277326297755,10.019105708357994,4.04305126783455,2366 Eastlake Avenue East,Seattle,WA,98102.0,47.64168,-122.32562
1895,23672,2015,NonResidential,Small- and Mid-Sized Office,2324 EASTLAKE,2902200965,"{'latitude': '47.64047271', 'longitude': '-122.3255112', 'human_address': '{""address"": ""2324 EASTLAKE AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98102""}'}",4,LAKE UNION,1986,1.0,4.0,57432,21906,35526,"Office, Parking",Office,34160.0,Parking,19650.0,,,,,73.1,79.1,229.7,248.3,2498684.0,2700903.0,0.0,732323.0,2498788.0,0.0,0.0,0.0,17.42,0.12,No,,Compliant,,,17.0,,10.0,18376.0,1,1,,29,4.0,23960.173681726785,,10.95835691825632,9.994515850883692,10.478020101759832,14.731274751241308,14.809096719504925,4.291828366755733,4.370712874773608,2.857618971424357,-2.120263536200091,10.084148301023095,3.367295829986474,,,,,,
1876,23672,2016,NonResidential,Small- and Mid-Sized Office,2324 Eastlake,2902200965,,4,LAKE UNION,1986,1.0,4.0,57432,21906,35526,"Office, Parking",Office,34160.0,Parking,19650.0,,,,,73.80000305,77.19999695,231.6999969,242.5,2520483.25,2638076.5,0.0,738711.3125,2520483.0,0.0,0.0,,17.57,0.31,False,,Compliant,,,,,,,1,1,,30,4.0,23960.173681726785,,10.95835691825632,9.994515850883692,10.478020101759832,14.739961206975897,14.785560611080777,4.301358772934339,4.346399417522957,2.866192902199006,-1.171182981502945,10.084148301023095,3.4011973816621555,2324 Eastlake Ave E,Seattle,WA,98102.0,47.6404,-122.32553
1896,23673,2015,NonResidential,Small- and Mid-Sized Office,2300 EASTLAKE,2902200980,"{'latitude': '47.63997419', 'longitude': '-122.3255225', 'human_address': '{""address"": ""2300 EASTLAKE AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98102""}'}",4,LAKE UNION,1969,1.0,3.0,25912,7956,17956,"Office, Parking",Office,17332.0,Parking,9162.0,,,,,35.5,39.0,111.6,122.4,615894.0,675680.0,0.0,180508.0,615920.0,0.0,0.0,0.0,4.29,0.06,No,,Compliant,,,17.0,,10.0,18376.0,1,1,,46,3.0,15269.125661902515,,10.162461460851166,8.981681639973862,9.795679599901822,13.330830149786475,13.423474870167771,3.56953269648137,3.6635616461296463,1.4562867329399256,-2.8134107167600364,9.63358813802079,3.828641396489095,,,,,,
1877,23673,2016,NonResidential,Small- and Mid-Sized Office,2300 Eastlake,2902200980,,4,LAKE UNION,1969,1.0,3.0,25912,7956,17956,"Office, Parking",Office,17332.0,Parking,9162.0,,,,,38.5,40.79999924,120.8000031,128.1000061,666740.3125,706926.0,0.0,195410.4063,666740.0,0.0,0.0,,4.65,0.18,False,,Compliant,,,,,,,1,1,,47,3.0,15269.125661902515,,10.162461460851166,8.981681639973862,9.795679599901822,13.410155912504887,13.468681271791056,3.6506582412937387,3.708682062782665,1.536867219599265,-1.7147984280919266,9.63358813802079,3.8501476017100584,2300 Eastlake Ave E,Seattle,WA,98102.0,47.63995,-122.32557
1897,23674,2015,NonResidential,Small- and Mid-Sized Office,2345 EASTLAKE,2902201025,"{'latitude': '47.64108252', 'longitude': '-122.3262268', 'human_address': '{""address"": ""2345 EASTLAKE AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98102""}'}",4,LAKE UNION,2000,1.0,3.0,57132,21908,35224,"Office, Parking",Office,33705.0,Parking,21908.0,,,,61.0,67.8,67.8,213.0,213.0,2286622.0,2286622.0,0.0,670171.0,2286717.0,0.0,0.0,0.0,15.94,0.11,No,,Compliant,,,17.0,,10.0,18376.0,1,1,,15,3.0,24744.225319349367,,10.95311965898252,9.994607145903611,10.46948294743559,14.64258617731548,14.64258617731548,4.216562194946349,4.216562194946349,2.768831673362069,-2.2072749131897207,10.116347420343061,2.70805020110221,,,,,,
1878,23674,2016,NonResidential,Small- and Mid-Sized Office,2345 Eastlake,2902201025,,4,LAKE UNION,2000,1.0,3.0,57132,21908,35224,"Office, Parking",Office,33705.0,Parking,21908.0,,,,73.0,59.20000076,59.20000076,185.8999939,185.8999939,1994967.75,1994967.75,0.0,584691.5,1994967.0,0.0,0.0,,13.91,0.24,False,,Compliant,,,,,,,1,1,,16,3.0,24744.225319349367,,10.95311965898252,9.994607145903611,10.46948294743559,14.506138442761905,14.506138442761905,4.080921554727798,4.080921554727798,2.6326080059353516,-1.4271163556401458,10.116347420343061,2.772588722239781,2345 Eastlake Ave E,Seattle,WA,98102.0,47.64113,-122.32625
1918,23742,2015,NonResidential,Small- and Mid-Sized Office,1419 ELLIOTT AVE,7666201760,"{'latitude': '47.63069544', 'longitude': '-122.374333', 'human_address': '{""address"": ""1415 ELLIOTT AVE W"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98119""}'}",7,MAGNOLIA / QUEEN ANNE,1979,1.0,2.0,43016,5400,37616,Office,Office,43016.0,,,,,,100.0,26.4,33.8,33.3,41.0,1137520.0,1453424.0,0.0,33467.0,114193.0,10233.0,1023332.0,0.0,55.15,1.27,No,,Compliant,,,50.0,,27.0,19575.0,1,1,,36,2.0,29779.380952277614,,10.669327418489514,8.594154232552366,10.535184770779852,13.944361012070257,14.189432710032325,3.2733640101522705,3.520460802488973,4.0100567456995115,0.23901690047049992,10.301571518657186,3.58351893845611,,,,,,
1899,23742,2016,NonResidential,Small- and Mid-Sized Office,1419 Elliott Ave,7666201760,,7,MAGNOLIA / QUEEN ANNE,1979,1.0,2.0,43016,5400,37616,Office,Office,43016.0,,,,,,100.0,28.70000076,33.90000153,35.40000153,40.79999924,1234095.5,1458046.0,0.0,31601.0,107823.0,11262.73047,1126273.0,,60.57,1.41,False,,Compliant,,,,,,,1,1,,37,2.0,29779.380952277614,,10.669327418489514,8.594154232552366,10.535184770779852,14.025848871052649,14.192607741121634,3.3568971492464112,3.523415059519147,4.103799720992856,0.34358970439007686,10.301571518657186,3.6109179126442243,1419 Elliott Ave West,Seattle,WA,98119.0,47.63063,-122.37428
1925,23857,2016,NonResidential,Mixed Use Property,Pier 56,7666202485,,7,DOWNTOWN,1900,1.0,2.0,71919,14083,57836,"Office, Parking, Retail Store",Office,34550.0,Retail Store,23085.0,Parking,11465.0,,37.0,93.40000153,93.40000153,293.2000122,293.2000122,5381105.0,5381105.0,0.0,1577111.5,5381104.0,0.0,0.0,,37.51,0.52,False,,Compliant,,,,,,,1,1,,116,2.0,42522.23463484808,,11.183295764710682,9.55272367519805,10.965366698148017,15.498404301382832,15.498404301382832,4.536891361615953,4.536891361615953,3.624607564093796,-0.6539264674066639,10.657782385986684,4.7535901911063645,1201 Alaskan Way,Seattle,WA,98101.0,47.60546,-122.34091
1950,23863,2015,NonResidential,Other,WM BOOTH CNTR,7666202690,"{'latitude': '47.59540721', 'longitude': '-122.3254398', 'human_address': '{""address"": ""811 MAYNARD AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1992,1.0,3.0,47836,7572,40264,"Other - Lodging/Residential, Parking",Other - Lodging/Residential,43336.0,Parking,4500.0,,,,,79.1,83.2,165.8,172.7,3428334.0,3605154.0,0.0,502939.0,1716099.0,17123.0,1712306.0,0.0,102.9,2.0,No,,Compliant,,,27.0,,22.0,19584.0,1,1,,23,3.0,27323.39073502752,1,10.775533773088698,8.932212512329214,10.603213048456196,15.047584986859015,15.097875046235382,4.370712874773608,4.421247347827163,4.633757642840004,0.6931471805599453,10.21549841780734,3.1354942159291497,,,,,,
1928,23863,2016,NonResidential,Other,William Booth Center,7666202690,,2,GREATER DUWAMISH,1992,1.0,3.0,47836,7572,40264,"Other - Lodging/Residential, Parking",Other - Lodging/Residential,43336.0,Parking,4500.0,,,,,81.69999695,84.19999695,167.8000031,171.3999939,3540225.75,3647847.25,0.0,498235.5,1699980.0,18402.45898,1840246.0,,109.59,2.29,False,,Compliant,,,,,,,1,1,,24,3.0,27323.39073502752,1,10.775533773088698,8.932212512329214,10.603213048456196,15.079701054263102,15.10964775704092,4.403053964534255,4.433194885025002,4.696746129475301,0.8285518175661483,10.21549841780734,3.1780538303479458,811 Maynard Ave S,Seattle,WA,98134.0,47.59549,-122.32538
1956,23888,2015,NonResidential,Medical Office,SWEDISH MEDICAL CENTER,7872500005,"{'latitude': '47.57290555', 'longitude': '-122.3864134', 'human_address': '{""address"": ""3400 CALIFORNIA AVE SW"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98116""}'}",1,SOUTHWEST,1984,1.0,3.0,40304,12000,28304,"Medical Office, Parking",Medical Office,20106.0,Parking,16412.0,,,,7.0,95.3,95.3,299.4,299.4,1916966.0,1916966.0,0.0,561831.0,1917045.0,0.0,0.0,0.0,13.36,0.13,No,,Compliant,,,41.0,,49.0,18795.0,1,1,,31,3.0,21090.532142897937,1,10.604205998592391,9.392661928770137,10.250758416399567,14.466254285824592,14.466254285824592,4.557029810660157,4.557029810660157,2.5922651681085,-2.0402208285265546,9.95657950515535,3.4339872044851463,,,,,,
1934,23888,2016,NonResidential,Medical Office,Swedish Health Services,7872500005,,1,SOUTHWEST,1984,1.0,3.0,40304,12000,28304,"Medical Office, Parking",Medical Office,20106.0,Parking,16412.0,,,,5.0,97.59999847,97.59999847,306.2999878,306.2999878,1961581.5,1961581.5,0.0,574906.625,1961581.0,0.0,0.0,,13.67,0.34,False,,Compliant,,,,,,,1,1,,32,3.0,21090.532142897937,1,10.604205998592391,9.392661928770137,10.250758416399567,14.489261593602885,14.489261593602885,4.580877477742817,4.580877477742817,2.6152036507358583,-1.0788096613719298,9.95657950515535,3.4657359027997265,3400 California Avenue SW,Seattle,WA,98116.0,47.57296,-122.38643
1998,24030,2015,NonResidential,Retail Store,KING PLAZA II,3333002890,"{'latitude': '47.5390235', 'longitude': '-122.2824236', 'human_address': '{""address"": ""6951 MARTIN LUTHER KING JR WAY S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98118""}'}",2,GREATER DUWAMISH,2002,1.0,2.0,54211,17471,36740,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,30000.0,Supermarket/Grocery Store,5000.0,Parking,4000.0,,100.0,32.8,32.8,103.0,103.0,1147582.0,1147582.0,0.0,336337.0,1147629.0,0.0,0.0,0.0,8.0,0.06,Yes,,Compliant,,,40.0,,44.0,18800.0,1,1,,13,2.0,29212.877846771124,1,10.90063911886528,9.768297642474444,10.511621358769117,13.953167678058705,13.953167678058705,3.490428515390098,3.490428515390098,2.0794415416798357,-2.8134107167600364,10.282364913184384,2.5649493574615367,,,,,,
1988,24070,2016,NonResidential,Self-Storage Facility,Metro Self Storage,5101402206,,5,NORTHEAST,2006,1.0,6.0,48179,7132,41047,Self-Storage Facility,Self-Storage Facility,48179.0,,,,,,,16.5,17.39999962,45.70000076,47.5,797170.3125,837795.8125,0.0,191342.4063,652860.0,1443.099976,144310.0,,12.22,0.25,False,,Compliant,,,,,,,1,1,,10,6.0,26691.88957541737,1,10.782678520453256,8.872346978983032,10.622473030602189,13.588823626913362,13.638529689272984,2.803360380906535,2.8564701843814024,2.503073953743449,-1.3862943611198906,10.192115037023234,2.302585092994046,8908 Lake City Way NE,Seattle,WA,98115.0,47.69316,-122.30487
2010,24070,2015,NonResidential,"Self-Storage Facility
",MINI WAREHOUSE/WAREHOUSE,5101402206,"{'latitude': '47.69327377', 'longitude': '-122.304978', 'human_address': '{""address"": ""8908 LAKE CITY WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98115""}'}",5,NORTHEAST,2006,1.0,6.0,48179,7132,41047,Self-Storage Facility,Self-Storage Facility,48179.0,,,,,,,14.4,15.1,39.7,40.4,695606.0,727936.0,0.0,166055.0,566602.0,1290.0,129028.0,0.0,10.8,0.17,No,,Compliant,,,55.0,,47.0,18792.0,1,1,,9,6.0,26691.88957541737,,10.782678520453256,8.872346978983032,10.622473030602189,13.452538687071987,13.497968411226417,2.667228206581955,2.714694743820879,2.379546134130174,-1.7719568419318752,10.192115037023234,2.1972245773362196,,,,,,
2051,24180,2015,NonResidential,Medical Office,PACIFIC MEDICAL CENTER,5101408393,"{'latitude': '47.70439219', 'longitude': '-122.322815', 'human_address': '{""address"": ""10416 5TH AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98125""}'}",5,NORTH,1986,1.0,2.0,28385,7056,21329,Medical Office,Medical Office,20575.0,,,,,,4.0,107.1,107.1,336.4,336.4,2204020.0,2204020.0,0.0,645961.0,2204111.0,0.0,0.0,0.0,15.37,0.21,No,,Compliant,,,46.0,,28.0,19579.0,1,1,,29,2.0,18926.025282900246,1,10.253616115604826,8.861633597686627,9.967822928041022,14.605793523623934,14.605793523623934,4.673762977453703,4.673762977453703,2.7324175575505043,-1.5606477482646683,9.848293252949155,3.367295829986474,,,,,,
2029,24180,2016,NonResidential,Medical Office,Pac Med Northgate,5101408393,,5,NORTH,1986,1.0,2.0,28385,7056,21329,Medical Office,Medical Office,20575.0,,,,,,1.0,129.0,129.0,405.1000061,405.1000061,2654316.0,2654316.0,0.0,777935.375,2654315.0,0.0,0.0,,18.5,0.65,False,,Compliant,,,,,,,1,1,,30,2.0,18926.025282900246,1,10.253616115604826,8.861633597686627,9.967822928041022,14.791697552347966,14.791697552347966,4.859812404361672,4.859812404361672,2.917770732084279,-0.4307829160924542,9.848293252949155,3.4011973816621555,10416 5th Avenue NE,Seattle,WA,98144.0,47.7044,-122.32285
2073,24252,2015,NonResidential,Medical Office,SPRINGBROOK BLDG,7933000005,"{'latitude': '47.66147138', 'longitude': '-122.2862292', 'human_address': '{""address"": ""4540 SAND POINT WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1984,1.0,4.0,45264,17622,27642,Medical Office,Medical Office,21743.0,,,,,,8.0,78.0,81.3,244.8,255.4,1695067.0,1768692.0,0.0,496796.0,1695138.0,0.0,0.0,0.0,11.82,0.1,No,,Compliant,,,55.0,,48.0,18383.0,1,1,,31,4.0,20211.206748139364,1,10.72026729354135,9.776903400426676,10.227091634163973,14.343232826039074,14.385750848316597,4.356708826689592,4.398146016553765,2.469793011977952,-2.3025850929940455,9.91399251906234,3.4339872044851463,,,,,,
2050,24252,2016,NonResidential,Medical Office,Springbrook Building,7933000005,,4,NORTHEAST,1984,1.0,4.0,45264,17622,27642,Medical Office,Medical Office,21743.0,,,,,,4.0,85.09999847,85.09999847,267.1000061,267.1000061,1849331.25,1849331.25,0.0,542007.875,1849331.0,0.0,0.0,,12.89,0.28,False,,Compliant,,,,,,,1,1,,32,4.0,20211.206748139364,1,10.72026729354135,9.776903400426676,10.227091634163973,14.430334645216032,14.430334645216032,4.44382701760048,4.44382701760048,2.556451816951096,-1.2729656758128873,9.91399251906234,3.4657359027997265,4500 Sandpoint Way NE,Seattle,WA,98105.0,47.66169,-122.28558
2074,24253,2015,NonResidential,Medical Office,SPRINGBROOK BLDG LLC 4540,7933000005,"{'latitude': '47.66147138', 'longitude': '-122.2862292', 'human_address': '{""address"": ""4500 SAND POINT WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1987,1.0,4.0,36932,14576,22356,Medical Office,Medical Office,27642.0,,,,,,,100.6,100.6,315.9,315.9,2781314.0,2781314.0,0.0,815156.0,2781429.0,0.0,0.0,0.0,19.39,0.2,No,,Compliant,,,55.0,,48.0,18383.0,1,1,,28,4.0,17550.538362602027,1,10.516833662892518,9.58713161949974,10.01485002038959,14.838434035867888,14.838434035867888,4.611152257665639,4.611152257665639,2.9647574692545606,-1.6094379124341003,9.772839904355255,3.332204510175204,,,,,,
